employee_id,employee_name,designation,salary,retirement,other_benefits,total_benefits,total_compensation
9281,Bethany Jones,Senior Administrative Analyst,96014.93,18890.76,7905.08,39714.08,135729.01
14877,Benjamin Campbell,Pr Administrative Analyst,106284.61,20666.19,8459.26,41948,148232.61
17588,Kara Smith,Pr Administrative Analyst,96455.64,18509.48,7768.79,37067.4,133523.04
17809,Mr. Samuel Brown,Pr Administrative Analyst,108041.59,20781.66,8519.2,41384.26,149425.85
22140,Lisa Glenn,Pr Administrative Analyst,111723.52,21457.43,8456.78,42410.51,154134.03
51520,Maria Robles,Pr Administrative Analyst,113521.73,21773.4,8351.72,42823.58,156345.31
8573,Deborah Watson,Pr Administrative Analyst,115478.61,22122.44,9226,44266.69,159745.3
33191,Stephen Garza,Prnpl Admin Analyst II,126446.5,24215.71,9616.52,46750.48,173196.98
36072,Carolyn Hardin,Administrative Services Mgr,100753,19805.76,8296.15,41020.15,141773.15
45666,Natasha Valdez,Administrative Services Mgr,49980.52,10490.88,3612.29,20801.53,70782.05
27687,Jennifer Rogers,Architectural Administrator,116620.82,22335.06,9393.75,44647.06,161267.88
34838,Raymond Walker,Architectural Administrator,116623.16,22342.21,9505.3,44765.76,168124.22
45197,Anthony Castro,Architectural Administrator,116623.03,22342.21,9426.1,44686.57,161309.6
7705,Walter Graham,Architectural Administrator,67659.34,12002.66,6189.75,25129.99,100866.08
20964,Megan Miller,Administrative Engineer,142485.05,27295.58,9893.4,50107.28,192592.33
6254,Ryan Nelson,Administrative Engineer,142485.01,27477.17,9889.36,50284.7,193732.03
10614,Diana Patrick,Junior Engineer,32340,6894.91,2757.02,14914.92,49184.31
11363,Adam Rose,Junior Engineer,87028.51,17107.86,7158.53,37184.62,124213.13
11501,Adam Mitchell,Junior Engineer,87028.51,17107.86,7170.14,37196.25,124224.76
12092,Lori Chang,Junior Engineer,84239.31,16581.74,6935.75,36435.72,120675.03
12260,Jordan Martin,Junior Engineer,38869,8253.04,3092.88,18331.29,57200.29
13241,Joshua Rodriguez,Junior Engineer,2910.01,529.91,247.3,1255.67,4165.68
14059,Paul Castro,Junior Engineer,87028.5,17107.86,7070.85,37096.94,124125.44
16269,Michael Moreno,Junior Engineer,74252.44,14572.86,5974.46,32987.11,107239.55
17893,John Rosario,Junior Engineer,43885,9291.84,3454.34,20640.66,64525.66
18796,Gregory Hawkins,Junior Engineer,64176,12432.28,5200.47,28637.19,92813.19
20229,Crystal Hansen,Junior Engineer,55765,11554.17,4898.74,26500.41,87729.53
21257,Shannon Jones,Junior Engineer,55288.46,11095.07,4462.05,25547.84,81136.23
21313,Cathy Garcia,Junior Engineer,16783.81,3056.32,1364.48,7291.52,24075.33
21734,Gregory Holloway,Junior Engineer,75048.8,14754.87,6059.25,33732.38,108781.18
22772,Bailey Burns,Junior Engineer,38808,7066.92,3211.91,16977.18,56564.81
22791,Alex Sherman,Junior Engineer,87028.51,17107.86,6718.56,36744.68,127010.09
23227,Shelby Brennan,Junior Engineer,52565.82,10509.1,4564.21,24546.69,81192.26
26338,Joseph Hancock,Junior Engineer,75156.8,9742.46,5818.64,28479.36,103636.16
27323,Bethany Wu,Junior Engineer,42565,8787.47,3337.01,19779.7,62344.7
27628,Steven Roman,Junior Engineer,50056,10151.57,4154.51,23318.96,74549.67
31450,Michelle Johnson,Junior Engineer,0,0,135.78,135.78,1910.61
32296,Nicholas Higgins,Junior Engineer,29192.7,6223.87,2359.93,13822.87,43015.57
32543,Katie Duncan,Junior Engineer,31680,6560.88,2547.93,14850.27,46530.27
33149,Donald Davis,Junior Engineer,87028.5,17107.86,7467.07,37493.18,131364.38
3847,Rachel Cobb,Junior Engineer,75418,14829.07,6088.84,33836.19,109254.19
39910,Samantha Gaines,Junior Engineer,20794.8,4433.44,1649.32,9814.68,30609.48
41946,Jerry Adams,Junior Engineer,80527.52,15851.66,6502.73,35272.65,115800.17
43745,Kathryn Thornton,Junior Engineer,81262.5,15956.59,6454.87,34803.42,116065.92
46447,Barbara Villarreal,Junior Engineer,75418,14829.07,6192.68,33940.03,109358.03
46572,Jaclyn Ware,Junior Engineer,75328.81,14768.87,6109.44,33318.11,108865.17
46678,Christopher Wilson,Junior Engineer,43885.03,9291.84,3483.74,20670.09,64555.12
47226,Vanessa Collier,Junior Engineer,69542.25,13670.27,5634.39,29627.29,99169.54
49874,Zachary Floyd,Junior Engineer,2772,504.78,235.57,1218.81,3990.81
55939,Crystal Tyler,Junior Engineer,75328.8,14768.87,5930.98,33139.66,108468.46
6574,Maria Nelson,Junior Engineer,75048.8,9733.51,5855.59,28507.35,103556.15
7487,Casey Alvarez,Junior Engineer,31992,6820.68,2576.47,15138.6,47130.6
8481,Jeremy Ramirez,Junior Engineer,75418,14829.07,6208,33955.32,109373.32
849,Regina Obrien,Junior Engineer,68040,13256.09,5447.53,30186.52,98226.52
9211,Marcus Johnson DDS,Junior Engineer,87028.5,17107.86,7165.39,37191.49,124219.99
1170,Samantha Olson,Asst Engr,88075.4,17334.33,7112.64,37365.21,125440.61
12240,Michael Hanna,Asst Engr,85623.88,16847.54,6729.23,36495.01,122118.89
12870,Logan Wise,Asst Engr,72850,14336.44,5942.67,30326.63,104995.32
13241,Regina Owens,Asst Engr,68141.44,13352.63,5537.81,29272.91,97414.35
13368,Natalie Day,Asst Engr,86661.2,17063.8,6923.32,36905.36,123566.56
14407,Reginald Landry,Asst Engr,98341.31,19336.89,8097.37,40352.51,138693.82
1512,James Chang,Asst Engr,98339.5,19330.83,8025.96,40275.03,138614.53
15562,Diane Howard,Asst Engr,98339.5,19330.83,8090.36,40339.46,138678.96
1597,Crystal Long,Asst Engr,44362.39,8078.41,3556.12,17488.21,61850.6
16000,Jeffrey Lane,Asst Engr,98339.56,19330.85,7594.14,39843.24,138182.8
16269,Ashley Andrade,Asst Engr,3162,674.14,244.8,1397.39,4559.39
17512,Eric Mclean,Asst Engr,25382,4622.03,2677.47,10648.67,43751.33
18367,Douglas Jones,Asst Engr,94816.01,18657.68,7735.39,39311.35,134127.36
18796,John Beasley,Asst Engr,12648.01,2696.56,1002.78,5613.16,18261.17
19089,Jeff Thornton,Asst Engr,85050.5,16720.91,7002.08,36641.26,121691.76
21008,Logan Nelson,Asst Engr,98339.55,19330.88,7956.46,40205.6,138545.15
21313,Marissa Hughes,Asst Engr,64730.83,12998.83,5227.93,28059.97,92913.33
22772,April Sharp,Asst Engr,39141.5,8298.6,3143,17661.49,56802.99
23268,Steven Acevedo,Asst Engr,82791.67,16231.97,6794.33,35318.79,118110.46
2385,Kristen Fuller,Asst Engr,90302.73,17769.41,7435.15,38122.78,128425.51
25341,Jennifer Roth,Asst Engr,98339.52,19330.84,7594.14,39843.24,138182.76
25349,Rebecca Ortiz,Asst Engr,88075.8,17329.24,7251.84,37499.33,125575.13
28507,Michael Lewis,Asst Engr,86819.2,17747.31,7266.13,37931.71,128051.15
28669,John Good,Asst Engr,98339.53,19330.84,8097.23,40346.37,138685.9
28699,Melissa Matthews,Asst Engr,89739.87,17654.51,7246.34,37812.99,127552.86
28894,Felicia Mccarthy,Asst Engr,98339.5,19330.83,8092.48,40341.64,138681.14
30528,David Roberts,Asst Engr,98339.51,19330.84,8090.36,40339.47,138678.98
31223,Megan Andrews MD,Asst Engr,0,0,213.18,218.25,3004.83
32987,Sara Valdez,Asst Engr,98337.89,19324.92,6864.07,39107.23,137445.12
33708,Rebecca Prince,Asst Engr,98339.51,19330.83,7988.21,40237.29,138576.8
34230,Paul Black,Asst Engr,39886.04,7263.23,3287.24,15813.43,55699.47
34639,Edwin Walker,Asst Engr,98339.51,20243.92,7961.17,41123.34,144108.89
34837,Erika Beck,Asst Engr,85618.4,16841.5,6554.7,36314.45,121932.85
36825,Paul Ewing,Asst Engr,96696.02,19742.5,8152.61,40813.34,141125.66
37884,Jay Calderon,Asst Engr,121508.68,23540.07,9511.1,45857.59,167366.27
37930,Cynthia Hernandez,Asst Engr,98339.53,19330.84,7853.61,40102.71,138442.24
38623,Joseph Rodgers,Asst Engr,98337.88,19324.91,8097.09,40340.25,138678.13
39581,Michael Williams,Asst Engr,91937.77,18032.34,7126.97,37236.52,129174.29
40090,Megan Baldwin,Asst Engr,52469.1,10309.26,4304.81,21506.78,73975.88
4094,Terry Nelson,Asst Engr,85050.5,16720.91,6856.88,36496.02,121546.52
43434,Anthony Riley II,Asst Engr,39886.02,7263.21,3144.67,15670.88,55556.9
43745,Kristen Baker,Asst Engr,3486,743.22,269.89,1491.57,4977.57
43905,Keith Garcia,Asst Engr,98339.51,19673.59,7998.81,40590.64,140768.28
43938,Sarah Mitchell,Asst Engr,85430.12,16725.42,6662.67,35699.28,121129.4
44214,Charles Weber,Asst Engr,94021.56,19294.96,7903.92,40117.13,138254.57
44335,James Garcia,Asst Engr,51811.5,9489.07,4225.18,20891.06,72702.56
45018,Deborah Oconnor,Asst Engr,49886.62,9118.56,4082.36,19782.13,69668.75
46572,Chloe Gallagher,Asst Engr,3162,674.14,244.8,1397.41,4559.41
4766,John Macias,Asst Engr,81908.53,15031.27,6405.12,34354.65,116263.18
48330,Nancy Walker DDS,Asst Engr,98339.56,19330.87,7751.23,40000.33,138339.89
4854,Matthew Williams,Asst Engr,98339.5,19533.18,7675.99,40127.43,139502.93
49553,Mark Walker,Asst Engr,98337.81,19324.86,7475.51,39718.59,138056.4
49874,Benjamin White,Asst Engr,77950,15369.77,6281.68,34091.25,112041.25
50895,Whitney Thompson,Asst Engr,98339.57,19952.71,8084.72,40955.66,142419.66
50938,Rhonda Todd,Asst Engr,98339.57,19330.89,7853.61,40102.76,138442.33
50973,Christine Martinez,Asst Engr,98337.78,19324.84,8007.65,40250.8,138588.58
54726,Erin Davidson,Asst Engr,54407.53,9964.49,4328.5,21469.76,75877.29
55678,Ronald Dudley,Asst Engr,82104.98,16052.92,6759.87,33601.94,115706.92
5575,Jessica Roach,Asst Engr,98337.8,19324.85,8090.24,40333.35,138671.15
55939,Paige Rose,Asst Engr,3162,674.14,244.81,1397.41,4559.41
605,Barry Thomas,Asst Engr,98339.53,19911.3,8086.33,40915.86,142201.47
7346,Christopher Stewart,Asst Engr,98337.87,19324.91,8090.24,40333.41,138671.28
7502,Courtney Johnson,Asst Engr,39886.06,7263.25,3287.24,15813.48,55699.54
849,Andrew Jimenez,Asst Engr,9463.8,2017.69,750.43,4203.49,13667.29
9368,Charles Moore,Asst Engr,98339.51,19909.57,7946.24,40774.06,142001.18
9674,Tonya Perry,Asst Engr,87604.8,17243.47,7212.24,37373.95,124978.75
10709,David Macias,Assoc Engineer,114384.17,21941.07,9022.47,43881.78,158433.6
12870,Norman Strong,Assoc Engineer,24336,5248.97,1939.37,10059.07,34678.99
13297,Kari Perez,Assoc Engineer,114386.04,21913.14,9223.62,44055,158441.04
14296,Sharon Blackwell,Assoc Engineer,64759.5,13580.24,5370.09,26605.58,93661.71
14773,James Robinson,Assoc Engineer,114386.06,21913.14,8916.2,43747.59,158133.65
16410,Kristy Foster,Assoc Engineer,107986.77,20786.44,8410.67,41389.26,149376.03
17144,Geoffrey Webster,Assoc Engineer,115315.9,21970.84,8955.12,43083.18,158399.08
19010,Troy Hughes,Assoc Engineer,114384.15,22065.46,9390.77,44374.49,159616.32
19101,Manuel Cox,Assoc Engineer,56964.02,10088.3,4958.26,20788.01,77752.03
19580,Michael Benson,Assoc Engineer,109356.04,21022.34,8519.38,41889.42,151245.46
19887,Peter Ellison,Assoc Engineer,103158.36,19759.11,8384.94,39794.38,142952.74
23236,Richard Nguyen,Assoc Engineer,114386.01,21913.14,9379.01,44210.41,158596.42
24456,Matthew West,Assoc Engineer,114386.02,21913.15,9380.48,44211.94,158597.96
26956,Patrick Oliver,Assoc Engineer,114388.15,21920.13,8857.14,43695.53,158083.68
29395,John Gardner,Assoc Engineer,166112.73,31721.63,10321.99,54506.85,220619.58
30939,Brian Fernandez,Assoc Engineer,112419.27,21855.25,9156.14,43929.63,156348.9
31186,Shelly Gutierrez,Assoc Engineer,114386.01,21913.15,8465.93,43297.34,157683.35
32735,Stephanie Macdonald,Assoc Engineer,114386.06,22307.15,8583.89,43809.28,160242.67
34230,Brandon Cook,Assoc Engineer,64761.45,13159.64,5343.76,26158.68,91102.65
36087,Allison Hebert DDS,Assoc Engineer,101427.91,22022.44,8978.1,43918.82,155763.46
40254,Lisa Lopez,Assoc Engineer,114386.03,21913.14,9343.13,44174.54,158560.57
41082,Carl Knox,Assoc Engineer,114386.05,22843.29,9435.37,45196.92,164491.64
41136,Mr. James Simmons III,Assoc Engineer,114386.02,22808.55,9441.83,45168.63,164249.41
41481,Michael Davila,Assoc Engineer,114386.12,21913.14,9307.13,44138.53,158524.65
43417,John Simon,Assoc Engineer,100439.7,21801.42,8914.24,43633.93,154388.85
43434,Joshua Hernandez,Assoc Engineer,64759.51,13116,5133.33,25904.58,90664.09
43469,Bridget Ramirez,Assoc Engineer,114386.05,21913.14,9380.48,44211.86,158597.91
43831,Robert Morris,Assoc Engineer,114386.08,24163.58,9466.29,46548.11,172681.69
44335,Lorraine Nicholson,Assoc Engineer,46344,9880.56,3763.78,19385.79,65729.79
44781,Brenda Snyder,Assoc Engineer,114386.01,21913.14,9380.48,44211.87,158597.88
45018,Diana Kelley,Assoc Engineer,48672,10376.88,3894.67,20013.01,68685.01
45647,Aaron Jones,Assoc Engineer,46398.02,8217.11,3528.82,17008.92,63406.94
45772,James Hall,Assoc Engineer,114346.52,21906.14,8992.82,43812.75,158159.27
4938,Gregory Robinson,Assoc Engineer,114386.05,21913.14,8859.32,43690.71,158076.76
51041,Joseph Bond,Assoc Engineer,52115.5,10852.03,4126.55,22107.53,74223.03
54309,Amanda Perez,Assoc Engineer,114386.1,21913.14,8916.21,43747.58,158133.68
54726,Mrs. Shelby Parker DDS,Assoc Engineer,48672.01,10376.88,3903.36,20021.68,68693.69
590,Ryan Green,Assoc Engineer,114386.11,21913.14,9374.03,44205.45,158591.56
6642,Denise Garrett,Assoc Engineer,111692.6,22311.94,9402.98,44633.16,160882.98
10321,Garrett Adams,Eng/Arch/Landscape Arch Sr,153291.51,29366.56,10110.05,52394.86,205686.37
11122,David Garner,Eng/Arch/Landscape Arch Sr,153294.27,29375.93,10077.16,52371.34,205665.61
1488,Jessica Villa,Eng/Arch/Landscape Arch Sr,153288.8,29357.2,9965.05,52240.51,205529.31
15722,Jocelyn Neal,Eng/Arch/Landscape Arch Sr,153294.27,29375.93,10127.55,52421.74,205716.01
161,Wendy Powell,Eng/Arch/Landscape Arch Sr,153291.57,29366.56,10115.73,52400.53,205692.1
27038,Tiffany Hernandez,Eng/Arch/Landscape Arch Sr,153291.5,29366.56,10048.13,52333,205624.5
28824,Michael Lopez,Eng/Arch/Landscape Arch Sr,153291.53,29366.55,10111.07,52395.87,205687.4
30880,Katrina Davis,Eng/Arch/Landscape Arch Sr,12622.78,0,958.3,2136.48,14759.26
32083,Edwin Johnson,Eng/Arch/Landscape Arch Sr,130683.51,25362.68,8265.04,44632.16,175315.67
37638,Timothy Huffman,Eng/Arch/Landscape Arch Sr,153291.53,32370.32,10287.91,55576.5,224552.46
42751,Shari Johnson,Eng/Arch/Landscape Arch Sr,153291.51,29366.56,10021.28,52306.09,205597.6
43755,Courtney Young,Eng/Arch/Landscape Arch Sr,153291.53,29366.56,10021.28,52306.08,205597.61
44889,Bobby Hamilton,Eng/Arch/Landscape Arch Sr,151579.45,29010.1,10157.12,51941.95,203521.4
45522,Martin Brown,Eng/Arch/Landscape Arch Sr,153291.5,30524.66,10231.98,53674.88,212992.75
47862,Gary Morse,Eng/Arch/Landscape Arch Sr,153291.51,29366.56,10021.28,52305.99,205597.5
49227,Kelsey Peterson,Eng/Arch/Landscape Arch Sr,153291.6,29366.57,10095.09,52379.92,205671.52
52140,Joshua Sullivan,Eng/Arch/Landscape Arch Sr,154975.09,29717.08,10139.69,52775.17,207750.26
53341,Toni Torres,Eng/Arch/Landscape Arch Sr,153291.56,29366.56,10127.5,52412.33,205703.89
55224,James Roy MD,Eng/Arch/Landscape Arch Sr,153291.53,29366.56,9975.11,52259.93,205551.46
55345,Heather Aguilar,Eng/Arch/Landscape Arch Sr,160947.52,30833.33,10190.6,53942.17,214889.69
7163,Kristina Clarke,Eng/Arch/Landscape Arch Sr,153291.51,29366.56,10127.5,52412.31,205703.82
13030,Ashley Smith,Chief Surveyor,119721.61,22869.19,9466.1,44841.73,164563.34
52751,Lisa Washington,Chief Surveyor,123684.5,23694.26,9549.69,46162.25,169846.75
49016,James Thomas,Structural Engineer,145991.03,27967.9,9997.01,50883.22,196874.25
51560,Claire Sullivan,Structural Engineer,117487.8,22787.02,9382.77,43078.58,160566.38
10780,Erica Randall,Engineer,192047.57,36791.61,10658.88,60368.74,252416.31
11552,Todd Garcia,Engineer,172210.53,32991.19,10398.74,56308.18,228518.71
12452,Troy Moreno,Engineer,132401.51,25364.45,9833.19,48115.92,180517.43
17860,Connie Larsen,Engineer,132401.51,26280.16,9828.6,49027,186183.6
17952,John Ward,Engineer,132401.57,25364.45,9518.38,47801.15,180202.72
18053,Paul Taylor,Engineer,172210.5,32991.19,10310.95,56220.38,228430.88
20051,Carolyn Rodriguez,Engineer,131195.13,25150.83,9723.72,47792.89,178988.02
20824,Richard Olsen,Engineer,132401.58,26366.73,9783.73,49068.7,186670.15
22471,Jonathan Miranda,Engineer,132554.08,25391.47,9750.36,48075.04,180629.12
24812,Paula Butler,Engineer,132399.33,25726.12,9778.78,48423.14,182735.91
2571,Samantha Nash,Engineer,125224.52,24002.51,8967.34,45888.1,171112.62
28172,Joseph Daniel,Engineer,132401.5,25364.45,9695.33,47978.09,180379.59
31384,Paul Jones,Engineer,132399.22,25356.37,9566.29,47840.97,180240.19
40259,Brooke Franklin,Engineer,132401.57,25364.45,9740.12,48022.81,180424.38
42833,Karen Parker,Engineer,132401.5,26333.62,9814.38,49066.24,186472.79
45647,Michelle Jensen,Engineer,74962.53,15101.07,5763.88,28520.19,103482.72
4670,Jessica Leon,Engineer,132401.52,26417.7,9733.23,49069.16,186983.5
47868,John James,Engineer,133510.5,25595.34,9751.91,48265.56,181776.06
48234,Antonio Allen,Engineer,132401.57,25364.45,9695.34,47978.05,180379.62
49638,Kathryn Gutierrez,Engineer,128740.03,24716,9667.05,46942.49,175682.52
5134,Bryan Newman,Engineer,132401.59,25364.45,9747.76,48030.46,180432.05
52224,Alicia Hernandez,Engineer,132401.57,26030.21,9768.55,48717.01,184485.59
52449,Christopher Merritt,Engineer,4410,797.77,348.4,1147.55,5557.55
54545,Kristie Lam,Engineer,132401.54,25364.45,9748.33,48031.05,180432.59
56269,Lisa Hoffman,Engineer,132403.91,25372.53,9747.81,48038.62,180442.53
56486,Jason Contreras,Engineer,132401.52,25911.64,9778.06,48607.94,183877.49
11879,Scott Larson,Architectural Assistant 1,11915,2540.3,958.07,5890.64,17805.64
12008,Gabrielle Burns,Architectural Assistant 1,10961.8,2337.07,864.61,5402.57,16364.37
16700,Sharon Miranda,Architectural Assistant 1,18708,3406.72,1536.37,8292.26,27358.84
23046,Timothy Lucas,Architectural Assistant 1,11915,2957.3,1009.27,6358.84,18273.84
29069,Joseph Brooks,Architectural Assistant 1,67315.4,11530.83,5494.25,29847.67,97956.38
31868,Sheila Butler,Architectural Assistant 1,11915,2540.3,908.3,5840.86,17755.86
52193,Jason Harris,Architectural Assistant 1,47317.41,8978.29,3892.69,21961.6,70252.78
54838,Tonya Clark,Architectural Assistant 1,68308.86,13455.63,5013.15,31327.21,99636.07
56693,Roberto Macias,Architectural Assistant 1,68443.53,13474.69,5491.49,31884.43,101164.3
6634,Carrie Patel,Architectural Assistant 1,72125.32,14206.23,5752.29,32709.31,104834.63
8689,Nicole Pollard,Architectural Assistant 1,18542.56,4602.26,1292.03,9698,28240.56
1396,Ann Tyler,Architectural Assistant 2,88073.29,17341.46,7237.81,37497.54,125570.83
29526,Brandi Santos,Architectural Assistant 2,84496.77,16800.45,6769.14,36296.45,122787.2
33480,David Vega,Architectural Assistant 2,85763.12,16863.72,7211.42,36993.42,126169.06
336,Charles Hayes,Architectural Assistant 2,83903.9,16520.2,6914.26,36071.62,119975.52
37821,Amber Thornton,Architectural Assistant 2,85761.51,16858.46,7567.33,37344.04,129834.69
40336,Christy Wilson,Architectural Assistant 2,31954.69,6257.76,2680.14,13752.37,45707.06
42262,Linda Morgan,Architectural Assistant 2,7355.6,0,550.37,1890.05,9245.65
52623,Christina Merritt,Architectural Assistant 2,85482.22,16798.91,6858.27,36533.55,122015.77
56330,Jose Mitchell,Architectural Assistant 2,85761.52,16858.47,6910.9,36687.63,122449.15
594,Anthony Garcia,Architectural Assistant 2,55532.2,10676.83,4489.35,23542.29,79074.49
1117,Joseph Mendoza,Landscape Architect Assoc 1,92656.41,18239,7576.72,37986.39,130642.8
13414,Jeremy Odonnell,Landscape Architect Assoc 1,71355.01,14155.26,5632.37,31174.86,102671.06
15883,Danielle Jackson,Landscape Architect Assoc 1,98248.89,19314.36,8090.07,40310.72,138559.61
16628,Michael Reid,Landscape Architect Assoc 1,81663.34,16078.15,7112.76,36043.38,117706.72
17385,Randy Romero,Landscape Architect Assoc 1,95461.39,18806.74,8464.01,39809.25,135848.53
26142,Sarah Colon,Landscape Architect Assoc 1,81775.21,15555.33,6488.54,34914.27,116801.34
28839,Manuel Knight,Landscape Architect Assoc 1,98339.53,19330.85,7983.47,40232.57,138572.1
34243,Jeremy Dixon,Landscape Architect Assoc 1,82068.3,15603.89,6436.07,34958.2,117026.5
41433,Megan Woods,Landscape Architect Assoc 1,36610.01,6483.61,2943.9,12776.69,49386.7
42122,Kristina Miller,Landscape Architect Assoc 1,99254.75,19696.94,7639.54,40254.55,141147.79
44088,Mark Mccann,Landscape Architect Assoc 1,91232.3,17967.65,7466.99,38352.9,130877.12
